Text,word,tf,df,idf,tfidf
text 6,im,0.041666666666666664,33,4.242132687032468,0.17675552862635283
text 6,just,0.041666666666666664,47,3.8972922007407385,0.16238717503086408
text 6,need,0.041666666666666664,14,5.060443010546419,0.21085179210610078
text 6,not,0.041666666666666664,57,3.70805020110221,0.15450209171259208
text 6,okay,0.041666666666666664,2,6.66988092298052,0.2779117051241883
text 6,pope,0.041666666666666664,2,6.66988092298052,0.2779117051241883
text 6,tell,0.041666666666666664,2,6.66988092298052,0.2779117051241883
text 7,about,0.05,37,4.130907051922243,0.20654535259611218
text 7,have,0.05,49,3.856470206220483,0.19282351031102418
text 7,is,0.05,163,2.668626783824431,0.13343133919122155
text 7,the,0.05,295,2.078133757324569,0.10390668786622846
text 7,user,0.05,347,1.916290731874155,0.09581453659370776
text 7,you,0.05,79,3.386466576974748,0.1693233288487374
text 7,al,0.05,1,7.075346031088684,0.35376730155443425
text 7,america,0.05,6,5.822583062593316,0.2911291531296658
text 7,as,0.05,46,3.9183456099385707,0.19591728049692855
text 7,crying,0.05,3,6.382198850528739,0.319109942526437
text 7,do,0.05,15,4.995904489408848,0.24979522447044242
text 7,for,0.05,152,2.738055290256194,0.1369027645128097
text 7,how,0.05,41,4.030823593365261,0.20154117966826304
text 7,left,0.05,10,5.370597938850259,0.26852989694251295
text 7,middle,0.05,4,6.159055299214529,0.3079527649607265
text 7,much,0.05,8,5.5712686343124105,0.27856343171562054
text 7,outthey,0.05,1,7.075346031088684,0.35376730155443425
text 7,power,0.05,3,6.382198850528739,0.319109942526437
text 7,twice,0.05,1,7.075346031088684,0.35376730155443425
text 7,voting,0.05,5,5.976733742420574,0.29883668712102873
text 8,of,0.09090909090909091,180,2.5699961803828035,0.2336360163984367
text 8,middle,0.09090909090909091,4,6.159055299214529,0.5599141181104118
text 8,class,0.09090909090909091,5,5.976733742420574,0.5433394311291431
text 8,comey,0.09090909090909091,7,5.689051669968793,0.5171865154517085
text 8,editorial,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 8,families,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 8,fbis,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 8,had,0.09090909090909091,7,5.689051669968793,0.5171865154517085
text 8,no,0.09090909090909091,23,4.590439381300683,0.4173126710273349
text 8,one,0.09090909090909091,22,4.63299899571948,0.42118172688358907
text 8,sentinel,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 9,to,0.1111111111111111,227,2.3391475826941885,0.25990528696602094
text 9,and,0.05555555555555555,147,2.771280937884514,0.1539600521046952
text 9,5,0.05555555555555555,15,4.995904489408848,0.27755024941160267
text 9,70,0.05555555555555555,1,7.075346031088684,0.39307477950492686
text 9,android,0.05555555555555555,1,7.075346031088684,0.39307477950492686
text 9,bring,0.05555555555555555,3,6.382198850528739,0.35456660280715213
text 9,edge,0.05555555555555555,1,7.075346031088684,0.39307477950492686
text 9,galaxy,0.05555555555555555,6,5.822583062593316,0.32347683681073974
text 9,news,0.05555555555555555,12,5.203543854187092,0.2890857696770607
text 9,note,0.05555555555555555,6,5.822583062593316,0.32347683681073974
text 9,nougat,0.05555555555555555,2,6.66988092298052,0.37054894016558443
text 9,s2,0.05555555555555555,1,7.075346031088684,0.39307477950492686
text 9,s6,0.1111111111111111,1,7.075346031088684,0.7861495590098537
text 9,samsung,0.05555555555555555,4,6.159055299214529,0.3421697388452516
text 9,softpedia,0.05555555555555555,1,7.075346031088684,0.39307477950492686
text 9,tab,0.05555555555555555,1,7.075346031088684,0.39307477950492686
text 10,a,0.058823529411764705,191,2.510997839620848,0.1477057552718146
text 10,israel,0.058823529411764705,12,5.203543854187092,0.3060908149521819
text 10,palestine,0.058823529411764705,8,5.5712686343124105,0.32772168437131827
text 10,user,0.058823529411764705,347,1.916290731874155,0.11272298422789148
text 10,bank,0.058823529411764705,2,6.66988092298052,0.3923459366459129
text 10,comatose,0.058823529411764705,1,7.075346031088684,0.4161968253581579
text 10,deems,0.058823529411764705,1,7.075346031088684,0.4161968253581579
text 10,gaza,0.058823529411764705,4,6.159055299214529,0.3622973705420311
text 10,in,0.058823529411764705,149,2.7578579175523736,0.1622269363266102
text 10,man,0.058823529411764705,7,5.689051669968793,0.3346500982334584
text 10,needs,0.058823529411764705,5,5.976733742420574,0.3515725730835632
text 10,security,0.058823529411764705,15,4.995904489408848,0.2938767346711087
text 10,threat,0.058823529411764705,1,7.075346031088684,0.4161968253581579
text 10,treatment,0.058823529411764705,1,7.075346031088684,0.4161968253581579
text 10,via,0.058823529411764705,19,4.772760938094638,0.28075064341733164
text 10,west,0.058823529411764705,2,6.66988092298052,0.3923459366459129
text 10,who,0.058823529411764705,25,4.510396673627147,0.26531745138983215
text 11,the,0.08333333333333333,295,2.078133757324569,0.17317781311038075
text 11,of,0.08333333333333333,180,2.5699961803828035,0.21416634836523363
text 11,in,0.08333333333333333,149,2.7578579175523736,0.22982149312936445
text 11,3,0.08333333333333333,11,5.283586561860629,0.44029888015505236
text 11,aconite,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 11,homeopathy,0.08333333333333333,7,5.689051669968793,0.4740876391640661
text 11,line,0.08333333333333333,3,6.382198850528739,0.5318499042107282
text 11,presenting,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 11,red,0.08333333333333333,3,6.382198850528739,0.5318499042107282
text 11,slidesi,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 11,symptoms,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 11,two,0.08333333333333333,3,6.382198850528739,0.5318499042107282
text 12,a,0.12,191,2.510997839620848,0.30131974075450174
text 12,about,0.04,37,4.130907051922243,0.16523628207688973
text 12,to,0.04,227,2.3391475826941885,0.09356590330776754
text 12,of,0.04,180,2.5699961803828035,0.10279984721531214
text 12,isnt,0.04,5,5.976733742420574,0.23906934969682297
text 12,i,0.04,114,3.0235610832853794,0.12094244333141518
text 12,just,0.04,47,3.8972922007407385,0.15589168802962955
text 12,brilliant,0.04,2,6.66988092298052,0.2667952369192208
text 12,far,0.04,4,6.159055299214529,0.24636221196858116
text 12,go,0.04,21,4.6774507582903135,0.18709803033161254
text 12,good,0.04,22,4.63299899571948,0.1853199598287792
text 12,its,0.04,34,4.213145150159216,0.16852580600636863
text 12,s1,0.04,2,6.66988092298052,0.2667952369192208
text 12,say,0.04,11,5.283586561860629,0.21134346247442515
text 12,so,0.04,43,3.984303577730368,0.15937214310921474
text 12,story,0.12,3,6.382198850528739,0.7658638620634486
text 12,storytelling,0.04,1,7.075346031088684,0.2830138412435474
text 12,westworld,0.04,8,5.5712686343124105,0.2228507453724964
text 12,will,0.04,32,4.271985650182149,0.17087942600728595
text 12,within,0.08,2,6.66988092298052,0.5335904738384416
text 13,to,0.08333333333333333,227,2.3391475826941885,0.1949289652245157
text 13,of,0.08333333333333333,180,2.5699961803828035,0.21416634836523363
text 13,3,0.08333333333333333,11,5.283586561860629,0.44029888015505236
text 13,alamnmosulopsmosuloffensiveiraqisis,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 13,almasarif,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 13,alqahira,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 13,areas,0.08333333333333333,4,6.159055299214529,0.5132546082678774
text 13,forces,0.08333333333333333,2,6.66988092298052,0.5558234102483766
text 13,iraqi,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 13,mosul,0.08333333333333333,2,6.66988092298052,0.5558234102483766
text 13,set,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 13,storm,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 14,about,0.0625,37,4.130907051922243,0.2581816907451402
text 14,user,0.0625,347,1.916290731874155,0.1197681707421347
text 14,for,0.0625,152,2.738055290256194,0.17112845564101212
text 14,alfred,0.0625,1,7.075346031088684,0.44220912694304276
text 14,analytics,0.0625,1,7.075346031088684,0.44220912694304276
text 14,business,0.0625,5,5.976733742420574,0.3735458589012859
text 14,deep,0.0625,5,5.976733742420574,0.3735458589012859
text 14,essa,0.0625,1,7.075346031088684,0.44220912694304276
text 14,leaders,0.0625,2,6.66988092298052,0.4168675576862825
text 14,learning,0.0625,6,5.822583062593316,0.36391144141208226
text 14,n,0.0625,4,6.159055299214529,0.38494095620090807
text 14,pachicago,0.0625,1,7.075346031088684,0.44220912694304276
text 14,primer,0.0625,1,7.075346031088684,0.44220912694304276
text 14,rd,0.0625,1,7.075346031088684,0.44220912694304276
text 14,talks,0.0625,1,7.075346031088684,0.44220912694304276
text 14,vp,0.0625,1,7.075346031088684,0.44220912694304276
text 15,to,0.14285714285714285,227,2.3391475826941885,0.33416394038488406
text 15,chickfila,0.14285714285714285,1,7.075346031088684,1.010763718726955
text 15,live,0.14285714285714285,9,5.465908118654584,0.7808440169506548
text 15,love,0.14285714285714285,20,4.723970773925206,0.6748529677036008
text 15,nationalfastfoodday,0.14285714285714285,5,5.976733742420574,0.8538191060600819
text 15,there,0.14285714285714285,8,5.5712686343124105,0.7958955191874871
text 15,would,0.14285714285714285,18,4.8240542324821885,0.6891506046403126
text 16,blacklivesmatter,0.1,4,6.159055299214529,0.615905529921453
text 16,college,0.1,7,5.689051669968793,0.5689051669968793
text 16,electoral,0.1,7,5.689051669968793,0.5689051669968793
text 16,must,0.1,5,5.976733742420574,0.5976733742420575
text 16,nevertrump,0.1,1,7.075346031088684,0.7075346031088685
text 16,notmypresident,0.1,3,6.382198850528739,0.638219885052874
text 16,reject,0.1,3,6.382198850528739,0.638219885052874
text 16,rejecttrump,0.1,1,7.075346031088684,0.7075346031088685
text 16,takingbackdemocracy,0.1,1,7.075346031088684,0.7075346031088685
text 16,trump,0.1,61,3.641358826603538,0.3641358826603538
text 17,blacklivesmatter,0.09090909090909091,4,6.159055299214529,0.5599141181104118
text 17,barackobama,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,blm,0.09090909090909091,3,6.382198850528739,0.5801998955026126
text 17,em,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,girls,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,git,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,mylifematters,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,pmd,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,skinnyup,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,thepeopleschamp,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 17,therealskinnysuge,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 18,the,0.06666666666666667,295,2.078133757324569,0.1385422504883046
text 18,user,0.13333333333333333,347,1.916290731874155,0.25550543091655403
text 18,in,0.06666666666666667,149,2.7578579175523736,0.18385719450349158
text 18,doctor,0.06666666666666667,2,6.66988092298052,0.4446587281987013
text 18,joins,0.06666666666666667,3,6.382198850528739,0.4254799233685826
text 18,listen,0.06666666666666667,2,6.66988092298052,0.4446587281987013
text 18,nfl,0.06666666666666667,3,6.382198850528739,0.4254799233685826
text 18,on,0.13333333333333333,108,3.0771453294194857,0.4102860439225981
text 18,reputation,0.06666666666666667,2,6.66988092298052,0.4446587281987013
text 18,romo,0.06666666666666667,7,5.689051669968793,0.3792701113312529
text 18,themorningrush,0.06666666666666667,1,7.075346031088684,0.47168973540591225
text 18,tony,0.06666666666666667,9,5.465908118654584,0.36439387457697225
text 18,weighs,0.06666666666666667,1,7.075346031088684,0.47168973540591225
text 19,the,0.08333333333333333,295,2.078133757324569,0.17317781311038075
text 19,bankruptcuadrilla,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,cuadrilla,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,defenders,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,ecocide,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,fracking,0.08333333333333333,6,5.822583062593316,0.48521525521610964
text 19,land,0.08333333333333333,5,5.976733742420574,0.4980611452017145
text 19,legal,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,persecuting,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,stop,0.08333333333333333,8,5.5712686343124105,0.46427238619270084
text 19,system,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 19,through,0.08333333333333333,3,6.382198850528739,0.5318499042107282
text 20,15,0.07142857142857142,3,6.382198850528739,0.4558713464663385
text 20,1997,0.07142857142857142,2,6.66988092298052,0.47642006592717995
text 20,animal,0.07142857142857142,9,5.465908118654584,0.3904220084753274
text 20,bear,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,gifts,0.07142857142857142,2,6.66988092298052,0.47642006592717995
text 20,jointed,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,lauren,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,plush,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,polo,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,ralph,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,stuffed,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,sweater,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,teddybear,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 20,valentines,0.07142857142857142,5,5.976733742420574,0.42690955303004097
text 21,of,0.06666666666666667,180,2.5699961803828035,0.1713330786921869
text 21,are,0.06666666666666667,59,3.6741486494265287,0.24494324329510192
text 21,user,0.06666666666666667,347,1.916290731874155,0.12775271545827702
text 21,america,0.06666666666666667,6,5.822583062593316,0.3881722041728877
text 21,for,0.06666666666666667,152,2.738055290256194,0.18253701935041292
text 21,so,0.06666666666666667,43,3.984303577730368,0.2656202385153579
text 21,group,0.06666666666666667,3,6.382198850528739,0.4254799233685826
text 21,leadership,0.06666666666666667,3,6.382198850528739,0.4254799233685826
text 21,makeamericagreatagain,0.06666666666666667,1,7.075346031088684,0.47168973540591225
text 21,molding,0.06666666666666667,1,7.075346031088684,0.47168973540591225
text 21,proud,0.06666666666666667,2,6.66988092298052,0.4446587281987013
text 21,strong,0.06666666666666667,2,6.66988092298052,0.4446587281987013
text 21,teamtrump,0.06666666666666667,1,7.075346031088684,0.47168973540591225
text 21,trumptransitionteam,0.06666666666666667,11,5.283586561860629,0.3522391041240419
text 21,way,0.06666666666666667,10,5.370597938850259,0.35803986259001724
text 22,the,0.05,295,2.078133757324569,0.10390668786622846
text 22,with,0.05,67,3.5489855064725226,0.17744927532362614
text 22,user,0.05,347,1.916290731874155,0.09581453659370776
text 22,too,0.05,13,5.129435882033371,0.25647179410166854
text 22,no,0.05,23,4.590439381300683,0.2295219690650342
text 22,far,0.05,4,6.159055299214529,0.3079527649607265
text 22,will,0.05,32,4.271985650182149,0.21359928250910745
text 22,all,0.05,38,4.104931565518983,0.20524657827594917
text 22,come,0.05,6,5.822583062593316,0.2911291531296658
text 22,crisis,0.05,2,6.66988092298052,0.333494046149026
text 22,everyones,0.05,1,7.075346031088684,0.35376730155443425
text 22,fossil,0.05,12,5.203543854187092,0.26017719270935463
text 22,fuels,0.05,11,5.283586561860629,0.26417932809303146
text 22,out,0.05,28,4.401197381662156,0.22005986908310782
text 22,run,0.05,3,6.382198850528739,0.319109942526437
text 22,shorttermed,0.05,1,7.075346031088684,0.35376730155443425
text 22,substitutes,0.05,1,7.075346031088684,0.35376730155443425
text 22,then,0.05,6,5.822583062593316,0.2911291531296658
text 22,thinking,0.05,3,6.382198850528739,0.319109942526437
text 22,when,0.05,22,4.63299899571948,0.231649949785974
text 23,the,0.047619047619047616,295,2.078133757324569,0.098958750348789
text 23,4,0.09523809523809523,11,5.283586561860629,0.5031987201772027
text 23,by,0.047619047619047616,43,3.984303577730368,0.1897287417966842
text 23,like,0.047619047619047616,31,4.3027573088489035,0.2048932051832811
text 23,in,0.047619047619047616,149,2.7578579175523736,0.13132656750249397
text 23,who,0.047619047619047616,25,4.510396673627147,0.2147807939822451
text 23,go,0.047619047619047616,21,4.6774507582903135,0.22273575039477683
text 23,being,0.047619047619047616,13,5.129435882033371,0.24425885152539858
text 23,fight,0.047619047619047616,3,6.382198850528739,0.303914230977559
text 23,from,0.047619047619047616,48,3.8766729135380027,0.1846034720732382
text 23,human,0.047619047619047616,2,6.66988092298052,0.3176133772847866
text 23,ones,0.047619047619047616,5,5.976733742420574,0.284606368686694
text 23,or,0.047619047619047616,22,4.63299899571948,0.2206189997961657
text 23,raped,0.047619047619047616,1,7.075346031088684,0.3369212395756516
text 23,rapeugeesor,0.047619047619047616,1,7.075346031088684,0.3369212395756516
text 23,real,0.047619047619047616,4,6.159055299214529,0.29328834758164424
text 23,rights,0.047619047619047616,5,5.976733742420574,0.284606368686694
text 23,suffer,0.047619047619047616,1,7.075346031088684,0.3369212395756516
text 23,trafficking,0.047619047619047616,2,6.66988092298052,0.3176133772847866
text 23,womens,0.047619047619047616,1,7.075346031088684,0.3369212395756516
text 24,to,0.18181818181818182,227,2.3391475826941885,0.42529956048985246
text 24,with,0.09090909090909091,67,3.5489855064725226,0.3226350460429566
text 24,user,0.18181818181818182,347,1.916290731874155,0.34841649670439184
text 24,so,0.09090909090909091,43,3.984303577730368,0.36220941615730623
text 24,get,0.09090909090909091,28,4.401197381662156,0.40010885287837783
text 24,lucky,0.09090909090909091,2,6.66988092298052,0.6063528111800472
text 24,screamqueens,0.09090909090909091,5,5.976733742420574,0.5433394311291431
text 24,tk,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 24,work,0.09090909090909091,10,5.370597938850259,0.4882361762591145
text 25,about,0.0625,37,4.130907051922243,0.2581816907451402
text 25,is,0.125,163,2.668626783824431,0.33357834797805386
text 25,user,0.1875,347,1.916290731874155,0.3593045122264041
text 25,being,0.0625,13,5.129435882033371,0.32058974262708567
text 25,casually,0.0625,1,7.075346031088684,0.44220912694304276
text 25,comfortable,0.0625,2,6.66988092298052,0.4168675576862825
text 25,distastefuldeplorables,0.0625,1,7.075346031088684,0.44220912694304276
text 25,it,0.0625,70,3.505813334607314,0.21911333341295713
text 25,pubicly,0.0625,1,7.075346031088684,0.44220912694304276
text 25,society,0.0625,1,7.075346031088684,0.44220912694304276
text 25,that,0.0625,74,3.451005098112319,0.21568781863201994
text 25,today,0.0625,10,5.370597938850259,0.3356623711781412
text 25,why,0.0625,15,4.995904489408848,0.312244030588053
text 26,user,0.125,347,1.916290731874155,0.2395363414842694
text 26,for,0.125,152,2.738055290256194,0.34225691128202423
text 26,candidate,0.125,3,6.382198850528739,0.7977748563160924
text 26,cy,0.125,9,5.465908118654584,0.683238514831823
text 26,inevitably,0.125,1,7.075346031088684,0.8844182538860855
text 26,nl,0.125,1,7.075346031088684,0.8844182538860855
text 26,top,0.125,4,6.159055299214529,0.7698819124018161
text 26,young,0.125,14,5.060443010546419,0.6325553763183024
text 27,a,0.18181818181818182,191,2.510997839620848,0.45654506174924514
text 27,is,0.09090909090909091,163,2.668626783824431,0.24260243489313008
text 27,and,0.09090909090909091,147,2.771280937884514,0.251934630716774
text 27,by,0.09090909090909091,43,3.984303577730368,0.36220941615730623
text 27,big,0.09090909090909091,6,5.822583062593316,0.5293257329630288
text 27,deal,0.09090909090909091,2,6.66988092298052,0.6063528111800472
text 27,microsoft,0.09090909090909091,4,6.159055299214529,0.5599141181104118
text 27,move,0.09090909090909091,1,7.075346031088684,0.6432132755535168
text 27,smart,0.09090909090909091,2,6.66988092298052,0.6063528111800472
text 27,this,0.09090909090909091,78,3.399045359181608,0.3090041235619644
text 28,i,0.1111111111111111,114,3.0235610832853794,0.33595123147615324
text 28,just,0.1111111111111111,47,3.8972922007407385,0.4330324667489709
text 28,for,0.1111111111111111,152,2.738055290256194,0.3042283655840215
text 28,ben,0.1111111111111111,7,5.689051669968793,0.6321168522187548
text 28,cant,0.1111111111111111,9,5.465908118654584,0.6073231242949537
text 28,carson,0.1111111111111111,3,6.382198850528739,0.7091332056143043
text 28,development,0.1111111111111111,1,7.075346031088684,0.7861495590098537
text 28,housing,0.1111111111111111,1,7.075346031088684,0.7861495590098537
text 28,urban,0.1111111111111111,1,7.075346031088684,0.7861495590098537
text 29,a,0.15384615384615385,191,2.510997839620848,0.386307359941669
text 29,the,0.07692307692307693,295,2.078133757324569,0.15985644287112072
text 29,with,0.07692307692307693,67,3.5489855064725226,0.272998885113271
text 29,of,0.07692307692307693,180,2.5699961803828035,0.1976920138756003
text 29,work,0.07692307692307693,10,5.370597938850259,0.41312291837309684
text 29,ah,0.07692307692307693,1,7.075346031088684,0.5442573870068219
text 29,days,0.07692307692307693,7,5.689051669968793,0.43761935922836875
text 29,hard,0.07692307692307693,3,6.382198850528739,0.4909383731175953
text 29,mannequinchallenge,0.07692307692307693,8,5.5712686343124105,0.4285591257163393
text 29,timehonoured,0.07692307692307693,1,7.075346031088684,0.5442573870068219
text 29,tradition,0.07692307692307693,1,7.075346031088684,0.5442573870068219
text 29,wrapping,0.07692307692307693,1,7.075346031088684,0.5442573870068219
text 30,good,0.08333333333333333,22,4.63299899571948,0.38608324964329
text 30,s1,0.08333333333333333,2,6.66988092298052,0.5558234102483766
text 30,so,0.16666666666666666,43,3.984303577730368,0.6640505962883947
text 30,screamqueens,0.08333333333333333,5,5.976733742420574,0.4980611452017145
text 30,black,0.08333333333333333,10,5.370597938850259,0.44754982823752154
text 30,digesting,0.08333333333333333,1,7.075346031088684,0.5896121692573904
text 30,eps,0.08333333333333333,2,6.66988092298052,0.5558234102483766
text 30,friday,0.08333333333333333,8,5.5712686343124105,0.46427238619270084
text 30,thanksgiving,0.08333333333333333,16,4.935279867592413,0.41127332229936775
text 30,watching,0.08333333333333333,13,5.129435882033371,0.42745299016944754
text 30,while,0.08333333333333333,9,5.465908118654584,0.4554923432212153
text 31,israel,0.07142857142857142,12,5.203543854187092,0.3716817038705066
text 31,of,0.07142857142857142,180,2.5699961803828035,0.1835711557416288
text 31,palestine,0.07142857142857142,8,5.5712686343124105,0.39794775959374357
text 31,gaza,0.07142857142857142,4,6.159055299214529,0.43993252137246636
text 31,in,0.07142857142857142,149,2.7578579175523736,0.19698985125374097
text 31,land,0.07142857142857142,5,5.976733742420574,0.42690955303004097
text 31,african,0.07142857142857142,1,7.075346031088684,0.5053818593634775
text 31,bds,0.07142857142857142,3,6.382198850528739,0.4558713464663385
text 31,holy,0.07142857142857142,2,6.66988092298052,0.47642006592717995
text 31,israels,0.07142857142857142,1,7.075346031088684,0.5053818593634775
